Report Number,ACRS Report Type,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,time,day of the week,date
MCP2594001V,2,-1,9,0,0,4,1,6,2,1,,3,12,2,12,11,17,4,40.0,0,2013.0,55,172,39.06144667,-77.04381667,09:01:00,Wednesday,2016-08-24
MCP30630010,1,-1,9,4,7,4,5,-1,2,1,"RAIN, SNOW, WET",5,12,1,12,11,17,4,40.0,0,2010.0,28,204,39.07695102,-76.96856001,16:55:00,Monday,2018-09-10
MCP2198007H,2,-1,14,0,0,4,5,-1,2,1,,7,12,1,1,11,0,1,35.0,0,2009.0,140,320,39.14933833,-77.23318667,15:47:00,Friday,2020-01-24
MCP2717003H,2,-1,16,0,0,1,5,8,2,1,,12,-1,6,12,0,9,2,30.0,0,2015.0,146,452,39.10504667,-76.95029333,20:20:00,Wednesday,2015-10-21
MCP3279000N,2,-1,13,0,-1,4,-1,-1,2,1,,12,12,5,3,11,7,4,30.0,0,2005.0,28,192,39.08804471,-77.07581446,18:43:00,Saturday,2021-05-01
MCP32540019,2,-1,16,0,0,4,5,6,0,1,,7,12,1,8,11,9,4,30.0,0,2007.0,11,368,39.17112245,-77.26285436,12:54:00,Monday,2021-10-18
EJ7888004G,1,-1,9,0,0,2,5,6,0,3,,7,12,2,8,11,9,4,35.0,0,2013.0,140,128,39.1529838,-77.2117193,20:35:00,Saturday,2023-06-24
DD5636001H,2,-1,16,1,0,4,5,6,2,1,,5,12,1,12,11,0,2,25.0,0,2002.0,46,114,39.08877609,-77.17758099,10:42:00,Friday,2019-12-27
MCP1580006H,1,-1,9,0,0,1,1,6,2,3,,12,12,1,12,11,17,4,55.0,0,1995.0,140,128,39.12113167,-77.18486,18:33:00,Monday,2016-11-07
MCP1064002H,2,-1,15,1,0,4,5,-1,2,1,,12,12,1,12,11,9,1,50.0,0,2002.0,46,53,39.05602333,-76.97093,08:38:00,Tuesday,2015-05-05
MCP3133004S,2,-1,16,0,0,4,4,6,2,1,,7,12,2,10,11,4,4,25.0,0,2010.0,45,141,39.17690933,-77.10058883,12:36:00,Saturday,2023-09-09
DD5603009N,1,-1,4,0,0,4,5,6,2,1,,5,12,0,1,11,6,0,25.0,0,2007.0,141,37,39.09199966,-77.15354071,18:37:00,Thursday,2023-04-13
MCP2639005Q,2,-1,14,1,7,4,5,8,2,1,"N/A, WET",12,-1,6,10,10,9,4,35.0,0,2019.0,146,455,39.053245,-77.08958667,11:01:00,Friday,2019-01-18
MCP33740018,1,-1,9,0,0,4,5,6,2,2,,4,12,0,12,11,9,4,35.0,0,2006.0,2,276,39.0338267,-77.07228117,07:20:00,Thursday,2023-08-17
MCP2008001V,2,-1,7,4,-1,4,-1,6,2,1,"RAIN, SNOW, WET",7,12,3,9,2,1,2,0.0,0,2015.0,28,421,39.03625333,-77.14646333,16:24:00,Monday,2016-02-01
MCP2445001X,2,-1,14,0,0,4,4,6,0,1,,7,12,1,6,11,9,2,40.0,0,2008.0,149,252,39.16878533,-77.23397133,09:28:00,Thursday,2020-10-15
MCP284800B8,2,-1,7,-1,-1,4,1,6,2,1,,5,26,5,9,11,1,3,15.0,0,2009.0,15,401,39.00661333,-77.09608,07:47:00,Tuesday,2021-07-27
MCP2766001V,2,-1,4,1,0,4,1,6,2,1,,5,26,1,13,11,6,1,35.0,0,2013.0,28,204,39.08097333,-77.07768833,16:20:00,Tuesday,2015-10-27
HA23170007,2,-1,16,0,0,4,1,6,0,1,,7,12,1,10,11,9,1,25.0,0,2017.0,147,231,38.96046333,-77.10384167,17:17:00,Friday,2018-06-01
MCP242500C1,2,-1,16,0,0,4,4,6,2,1,,7,12,1,6,21,6,1,35.0,0,2014.0,28,438,39.02345333,-76.97418667,06:54:00,Wednesday,2018-02-28
MCP2877003Q,2,-1,16,1,0,4,1,6,0,1,,7,12,2,3,10,9,1,40.0,0,2006.0,28,163,39.01133667,-77.01690833,13:45:00,Saturday,2017-05-20
MCP3021004V,1,-1,4,0,0,4,5,6,2,1,,7,12,1,12,11,6,4,40.0,0,2005.0,45,114,39.05242667,-76.95306167,14:25:00,Wednesday,2019-12-11
MCP24370032,2,-1,3,1,0,4,5,6,0,1,,7,12,1,6,0,17,4,35.0,0,2016.0,68,472,39.09074333,-77.05908,16:24:00,Thursday,2018-12-06
MCP3123002V,1,-1,9,0,0,1,-1,-1,0,2,,7,12,5,9,11,9,1,40.0,0,2008.0,77,350,39.10682117,-77.18975717,20:32:00,Wednesday,2021-09-08
MCP2641003B,2,-1,9,4,7,4,5,6,0,1,"RAIN, SNOW, WET",7,12,2,9,11,20,2,45.0,0,2011.0,141,241,39.20224333,-77.25329167,10:25:00,Sunday,2023-09-17
MCP10640062,2,-1,9,0,0,4,1,-1,0,1,,7,12,5,9,11,20,1,35.0,0,2014.0,28,205,39.007025,-77.039145,11:57:00,Monday,2017-06-26
MCP2966001Z,2,-1,9,0,0,4,5,6,2,1,,5,12,2,9,11,17,2,40.0,0,2005.0,46,141,39.05632167,-77.0834,15:50:00,Friday,2016-05-20
MCP3145002L,2,-1,16,0,0,4,5,6,0,1,,7,12,2,12,11,9,2,35.0,0,2013.0,46,114,39.075105,-77.00248333,15:30:00,Wednesday,2020-07-15
MCP1205004W,1,-1,9,1,0,4,5,6,2,1,,5,12,1,12,11,4,1,40.0,0,2005.0,6,473,39.03526167,-77.106905,13:30:00,Saturday,2019-01-26
MCP120500B3,2,-1,9,1,0,4,5,6,2,1,,7,12,1,12,11,17,4,30.0,0,2013.0,55,172,38.995145,-77.04559333,14:20:00,Friday,2023-11-24
MCP9417000L,2,-1,9,0,0,4,-1,6,0,1,,7,12,2,9,0,20,2,40.0,0,2013.0,141,241,39.02191,-77.102875,13:50:00,Saturday,2015-04-11
EJ7894000Z,2,-1,6,0,-1,4,-1,6,2,1,,7,26,3,8,19,6,4,5.0,0,2019.0,30,446,39.11535413,-77.21819908,07:21:00,Tuesday,2022-06-07
MCP3093003Q,2,-1,7,0,-1,4,-1,-1,2,1,,12,-1,6,15,11,17,3,0.0,0,2013.0,46,37,38.96306453,-77.0845006,14:38:00,Friday,2022-04-29
MCP102200DD,2,-1,14,1,-1,4,1,6,2,1,,7,12,5,2,16,13,1,25.0,0,2019.0,30,82,39.22661667,-77.27213333,09:42:00,Friday,2019-12-06
MCP26270018,2,-1,7,0,-1,4,1,6,2,1,,5,12,5,9,11,1,2,5.0,0,2013.0,140,96,39.02437583,-77.14758233,17:30:00,Thursday,2017-08-31
MCP23390086,1,2,7,0,0,4,1,6,2,1,,12,12,3,12,11,7,0,35.0,0,2018.0,140,96,39.09669446,-77.1353897,17:01:00,Wednesday,2023-05-10
MCP3352000N,2,-1,14,0,0,4,1,6,0,1,,7,12,5,10,11,9,4,15.0,0,2017.0,15,131,39.11771962,-77.20335045,18:53:00,Tuesday,2023-05-30
MCP30370039,1,0,15,0,-1,4,4,6,0,1,,7,12,5,1,11,9,4,15.0,0,2017.0,90,35,39.17869758,-77.23813421,16:10:00,Monday,2020-08-17
MCP243600FN,1,-1,9,0,0,4,1,6,0,2,,7,12,5,9,0,20,2,35.0,0,2006.0,126,442,39.01836177,-77.01484193,14:23:00,Saturday,2022-02-19
DD5648000S,1,2,7,0,-1,1,1,8,2,1,,12,-1,3,14,-1,21,1,5.0,0,0.0,146,452,39.0764055,-77.11770133,01:06:00,Monday,2022-06-06
MCP0113002T,1,-1,9,4,7,4,-1,6,0,1,"N/A, WET",7,12,2,9,11,20,4,55.0,0,2011.0,128,406,39.01346721,-77.03876137,12:50:00,Saturday,2019-02-23
MCP9311003S,2,-1,7,0,0,4,1,6,0,1,,7,12,1,11,12,9,0,35.0,0,2008.0,24,333,39.00676833,-77.16266,08:29:00,Monday,2022-11-21
MCP27670048,1,-1,14,0,0,1,5,6,2,2,,7,12,1,1,11,2,1,35.0,0,2014.0,28,204,39.038595,-77.050855,20:39:00,Monday,2018-03-19
MCP21820027,2,-1,9,0,0,4,5,-1,2,1,,7,-1,5,12,-1,9,4,30.0,0,0.0,146,452,39.09193329,-77.07034303,13:41:00,Sunday,2020-02-23
MCP22980114,2,-1,4,0,0,4,5,6,0,1,,7,12,1,12,11,9,2,35.0,0,2018.0,52,368,39.15192333,-77.064425,14:56:00,Thursday,2022-09-01
MCP2992001W,2,-1,7,-1,0,4,1,6,1,1,,7,12,5,8,18,2,0,20.0,0,2016.0,98,82,39.100815,-77.07496667,18:40:00,Tuesday,2018-06-12
MCP2812002Y,2,-1,7,0,0,4,1,-1,2,1,,7,12,2,12,11,6,0,30.0,0,2013.0,52,37,39.00890167,-77.04147667,15:21:00,Wednesday,2018-01-31
MCP29590020,1,-1,9,0,0,-1,5,6,2,1,,7,12,2,12,11,2,4,40.0,0,2007.0,118,415,39.05788263,-77.04962298,11:57:00,Wednesday,2016-10-26
MCP3164000L,1,-1,16,0,0,4,5,-1,1,2,,7,12,1,10,11,6,1,35.0,0,2002.0,140,241,39.03342678,-77.02380309,13:07:00,Saturday,2018-11-10
MCP31150039,2,-1,7,0,-1,4,-1,8,2,1,,12,-1,5,9,2,11,1,10.0,0,2016.0,65,445,39.08349862,-76.94072669,09:32:00,Monday,2019-10-07
MCP2814000T,2,-1,9,0,-1,1,4,6,2,1,,4,12,2,12,11,17,4,15.0,0,2009.0,28,32,39.10917594,-77.15397835,04:27:00,Friday,2015-02-13
MCP3091000Q,2,-1,9,0,0,4,-1,-1,0,1,,7,12,5,9,11,20,4,30.0,0,2008.0,45,53,39.08314167,-77.15550833,09:04:00,Thursday,2018-05-03
MCP3258003C,2,-1,16,4,-1,1,-1,6,2,1,"N/A, WET",5,26,5,3,11,9,4,25.0,0,2023.0,28,193,39.04046667,-77.05600833,06:42:00,Monday,2023-09-11
MCP3255003M,1,-1,16,4,7,0,5,-1,0,1,"RAIN, SNOW, WET",7,12,2,1,11,9,1,35.0,0,2020.0,140,96,39.15457167,-77.20897167,20:45:00,Sunday,2022-05-22
MCP219800CK,2,-1,14,0,0,1,-1,-1,2,1,,12,12,2,6,11,9,4,40.0,0,2015.0,15,458,39.15442833,-77.2138,19:57:00,Saturday,2022-12-17
MCP25830028,1,-1,4,0,0,4,-1,-1,0,2,,7,12,1,12,0,9,0,40.0,0,2016.0,100,347,39.1031,-77.29132167,15:07:00,Friday,2022-04-01
MCP30930051,2,-1,7,0,0,1,-1,-1,0,1,,7,12,1,10,11,9,4,35.0,0,2008.0,147,309,38.98836529,-77.07512865,17:51:00,Wednesday,2023-11-15
MCP3134004C,2,-1,16,0,-1,4,1,-1,0,1,,7,12,5,0,11,1,2,10.0,0,2013.0,140,37,39.04249174,-76.98991548,17:09:00,Thursday,2023-05-18
MCP30100078,2,-1,17,0,-1,7,-1,-1,2,1,,12,-1,6,15,20,21,3,20.0,0,0.0,146,452,38.9912875,-77.09625482,14:28:00,Saturday,2022-09-24
MCP3064001G,2,-1,10,0,0,4,-1,6,2,1,,7,3,2,9,11,0,4,35.0,0,2016.0,140,338,39.03908233,-77.05369983,12:50:00,Wednesday,2018-07-11
MCP3279001Y,2,-1,16,0,-1,4,1,-1,2,1,,12,-1,6,15,12,19,2,0.0,0,2011.0,16,377,39.04111694,-77.05136028,12:57:00,Wednesday,2023-02-08
MCP2753005H,1,-1,4,-1,0,4,1,6,0,1,,7,12,2,11,11,9,1,30.0,0,2019.0,141,453,39.200165,-77.02531,12:19:00,Sunday,2022-06-12
MCP003600GX,2,-1,16,0,0,4,8,6,0,1,,7,26,1,1,11,17,0,35.0,0,2021.0,100,372,38.958903,-77.11135333,15:03:00,Friday,2022-12-09
EJ7891000K,1,-1,4,0,0,4,5,6,1,1,,12,24,1,3,11,6,1,30.0,0,2019.0,20,13,39.14832673,-77.20703967,08:18:00,Tuesday,2021-10-05
EJ77810032,2,-1,14,0,0,4,1,6,0,1,,7,12,1,3,11,9,1,25.0,0,2018.0,99,421,39.1413613,-77.19357335,12:00:00,Wednesday,2021-09-29
MCP289100C4,2,-1,9,0,0,4,-1,6,0,1,,7,12,5,9,11,17,2,35.0,0,2021.0,15,388,39.0364662,-77.05010381,08:10:00,Wednesday,2023-03-15
MCP291700B9,2,-1,9,0,0,4,1,6,2,1,,5,12,1,12,11,9,1,40.0,0,2009.0,46,53,39.10128,-77.04074333,11:45:00,Monday,2022-10-17
MCP2952001W,1,-1,12,-1,0,4,2,6,2,1,,5,12,1,6,11,9,1,35.0,0,2011.0,90,37,39.01193,-77.04147333,13:38:00,Sunday,2016-05-15
MCP27240023,2,-1,7,0,0,4,5,-1,2,1,,9,12,1,12,11,9,2,30.0,0,2011.0,46,53,38.99699167,-77.00515,08:34:00,Friday,2017-06-02
MCP1020000P,2,-1,9,0,0,4,-1,6,0,1,,7,12,5,9,11,17,1,35.0,0,2011.0,52,381,39.28845833,-77.201125,14:49:00,Thursday,2015-02-05
MCP27360047,2,-1,9,0,0,4,5,6,0,1,,7,12,2,9,11,17,1,30.0,0,2013.0,83,421,38.99124267,-77.09529,16:02:00,Sunday,2017-01-15
MCP2717001Y,2,-1,4,0,0,4,5,6,0,1,,7,3,1,12,11,9,1,35.0,0,2009.0,6,20,39.10503667,-76.95031333,08:50:00,Wednesday,2015-07-29
MCP2679002Y,2,-1,16,0,0,1,5,6,2,1,,5,12,5,12,0,9,4,35.0,0,2009.0,68,421,39.019815,-77.01302833,03:30:00,Friday,2019-11-29
MCP3199002S,2,-1,9,0,0,4,5,6,0,1,,7,12,2,9,0,17,1,35.0,0,2019.0,55,449,39.05227,-77.05109,10:27:00,Wednesday,2021-06-09
MCP15630036,2,-1,9,1,0,4,1,6,0,1,,7,12,1,9,11,20,1,35.0,0,2015.0,4,50,39.002315,-77.07708667,15:52:00,Friday,2017-01-27
MCP3168005J,1,-1,14,0,0,4,1,6,0,2,,7,12,5,0,11,9,2,35.0,0,2013.0,46,114,39.0717998,-77.1329434,16:24:00,Friday,2023-04-07
DD5605003Z,2,-1,15,4,7,4,1,6,2,1,"SLEET, HAIL, FREEZ. RAIN, WET",4,12,1,12,11,9,2,35.0,0,2010.0,141,421,39.098802,-77.12519,16:45:00,Friday,2017-07-14
MCP25910010,1,-1,15,0,-1,4,-1,6,2,2,,7,12,1,12,11,0,1,0.0,0,2006.0,100,293,39.05346667,-76.954605,17:35:00,Monday,2018-10-08
MCP2852002S,1,-1,16,0,-1,4,4,6,2,2,,5,12,1,12,11,0,3,5.0,0,2005.0,147,37,39.18270667,-77.26246833,17:53:00,Sunday,2021-03-21
MCP2215000B,1,-1,4,0,0,1,4,6,0,2,,7,12,1,12,10,9,1,40.0,0,2008.0,140,421,39.2227038,-77.17582226,21:21:00,Sunday,2017-10-01
MCP2971001P,2,-1,9,1,0,4,1,6,0,1,,7,12,2,9,14,20,2,40.0,0,2007.0,11,244,39.05291819,-76.99416161,15:19:00,Thursday,2016-09-01
MCP1227001F,1,-1,9,0,0,4,5,6,0,4,,7,12,0,1,11,20,0,25.0,0,2014.0,46,305,39.06429606,-77.12634225,12:22:00,Sunday,2021-09-19
MCP2639008B,2,-1,9,4,7,4,5,6,0,1,"RAIN, SNOW, WET",7,12,2,9,11,20,0,45.0,0,2012.0,100,61,39.06636667,-77.03117333,09:21:00,Tuesday,2019-10-22
MCP1022004J,1,-1,9,0,0,4,5,6,2,2,,7,12,1,12,11,9,0,30.0,0,1993.0,140,128,39.16674261,-77.27087706,12:57:00,Monday,2016-04-11
EJ7890000N,1,1,9,0,0,1,1,6,2,1,,12,12,1,12,11,9,1,35.0,0,2011.0,100,372,39.16083498,-77.22127842,19:09:00,Thursday,2021-10-28
EJ78780041,1,-1,16,0,0,4,4,-1,2,1,,9,12,5,10,11,6,2,30.0,0,2019.0,124,405,39.15181451,-77.2005464,16:40:00,Friday,2022-03-11
MCP2212001C,2,-1,7,4,7,4,1,6,0,1,"N/A, WET",7,12,5,9,11,17,2,35.0,0,2001.0,100,372,39.0766177,-76.95737243,07:16:00,Wednesday,2015-09-30
DM8421000L,1,-1,9,0,0,4,-1,6,2,1,,7,16,1,12,11,9,4,25.0,0,2002.0,6,14,38.97589333,-76.99620667,08:06:00,Wednesday,2016-07-20
MCP2893002Q,2,-1,3,0,0,2,1,6,2,1,,7,12,0,12,11,9,4,35.0,0,2003.0,47,238,39.184235,-77.23233,20:42:00,Monday,2017-01-30
MCP2278003C,2,-1,14,0,0,4,1,6,0,1,,7,12,2,6,11,9,2,45.0,0,2015.0,77,178,39.03580163,-77.12429567,11:50:00,Wednesday,2021-05-12
MCP2286005M,1,-1,9,0,0,4,-1,6,0,1,,7,12,2,9,0,20,1,40.0,0,2013.0,140,36,39.11662517,-77.167797,17:20:00,Wednesday,2023-10-18
MCP1151005C,1,-1,4,0,0,4,5,6,2,1,,5,26,1,3,11,6,2,40.0,0,2002.0,71,345,39.178735,-77.23833833,07:45:00,Wednesday,2016-10-12
MCP23000003,1,-1,16,0,0,1,5,6,2,1,,7,26,1,4,11,0,0,35.0,0,2014.0,140,96,38.97783,-77.09874167,01:05:00,Saturday,2015-05-09
MCP31640038,1,-1,9,0,0,4,5,6,0,2,,7,12,2,9,11,17,4,35.0,0,2000.0,46,114,39.034385,-77.024325,05:50:00,Monday,2020-06-22
MCP31960017,2,-1,14,2,0,1,1,8,2,1,,12,-1,2,13,11,9,1,55.0,0,2013.0,55,421,39.18965396,-77.25852094,18:00:00,Wednesday,2019-12-18
MCP2875006N,2,-1,14,4,7,4,1,8,2,1,,7,12,5,8,12,2,1,40.0,0,2021.0,114,6,39.21823087,-77.23860791,16:31:00,Thursday,2022-12-15
MCP9419004Q,1,-1,16,4,7,4,5,6,1,1,,7,12,2,6,6,6,0,40.0,0,2018.0,72,445,39.12286833,-77.17748833,10:27:00,Tuesday,2023-08-29
MCP2946005F,2,-1,14,0,0,4,5,8,2,1,,12,-1,5,3,12,6,0,25.0,0,2021.0,140,408,39.18223388,-77.26006515,14:20:00,Wednesday,2023-04-19
MCP1438005J,2,-1,15,1,0,4,-1,6,2,1,,9,12,1,12,11,9,1,25.0,0,2010.0,76,37,39.17922333,-77.21203167,08:15:00,Tuesday,2017-12-12
MCP2746001J,2,-1,16,1,-1,4,1,8,2,1,,12,-1,3,9,10,1,3,10.0,0,2008.0,15,458,39.06579355,-77.16042638,15:02:00,Friday,2016-07-08
MCP2686005V,2,-1,13,0,0,5,1,6,0,1,,7,29,5,1,18,9,1,25.0,0,2021.0,33,81,39.183341,-77.26246167,16:31:00,Monday,2022-12-05
MCP1022006Z,2,-1,4,0,0,4,1,6,0,1,,7,12,2,2,0,9,2,40.0,0,2004.0,47,238,39.18993,-77.24159667,10:36:00,Friday,2017-04-21
DD56480008,1,-1,9,0,-1,1,5,6,0,2,,7,12,2,9,21,17,0,35.0,0,2002.0,140,374,39.08466583,-77.11819861,22:28:00,Monday,2021-06-07
MCP3331001G,1,-1,14,0,0,4,5,6,2,1,,4,12,1,12,11,6,2,35.0,0,2009.0,46,141,39.057107,-77.07340883,07:30:00,Tuesday,2023-02-14
MCP3136002L,2,-1,9,0,0,4,1,6,2,1,,8,12,5,12,11,9,0,30.0,0,1997.0,140,36,39.04555833,-76.99049,08:17:00,Friday,2019-10-04
MCP21340015,1,-1,13,-1,0,4,-1,6,0,2,"N/A, PHYSICAL OBSTRUCTION(S)",7,12,0,0,11,9,2,55.0,0,2006.0,85,37,39.20206833,-77.26800333,08:33:00,Thursday,2017-08-03
DM84390022,1,-1,14,4,7,4,-1,-1,2,1,"RAIN, SNOW, WET",12,12,2,10,11,9,0,35.0,0,2017.0,140,241,38.989695,-76.98858333,13:00:00,Sunday,2018-09-09
MCP22780027,2,-1,9,0,0,-1,1,6,2,1,,12,12,1,12,11,9,2,35.0,0,2007.0,45,305,39.01285167,-77.11713333,08:54:00,Monday,2018-10-22
MCP2989002C,2,-1,15,0,0,4,1,6,2,1,,5,12,5,6,16,9,4,40.0,0,2023.0,29,111,39.122825,-77.156905,09:45:00,Wednesday,2023-05-31
MCP2995001D,2,-1,14,0,5,7,1,8,2,1,,12,-1,6,13,-1,9,4,25.0,0,0.0,146,452,39.06533956,-77.07161978,16:14:00,Wednesday,2017-02-01
MCP2422001S,2,-1,9,0,-1,4,-1,-1,0,1,,7,12,2,9,-1,9,1,35.0,0,2012.0,18,458,39.15613333,-77.16575167,16:36:00,Saturday,2016-12-31
MCP3249002V,2,-1,7,-1,-1,1,1,7,2,1,,7,12,2,9,12,1,3,5.0,0,2017.0,16,377,39.04191333,-76.98850667,21:33:00,Sunday,2021-12-26
MCP9134000T,2,-1,12,1,0,1,5,-1,0,1,,7,12,1,6,11,9,1,30.0,0,2015.0,55,52,38.99743833,-77.02993833,03:21:00,Saturday,2017-10-14
MCP9113003D,2,-1,16,0,0,4,5,6,2,1,,7,12,1,0,11,9,4,45.0,0,2018.0,147,236,39.10961,-77.07591333,08:57:00,Monday,2018-03-26
MCP30030030,1,-1,9,0,0,4,1,6,2,3,,12,12,1,12,11,21,0,35.0,0,2011.0,46,247,38.95118833,-77.10247833,09:15:00,Wednesday,2018-11-28
MCP2177000G,1,-1,4,4,7,4,1,6,0,3,"SLEET, HAIL, FREEZ. RAIN, WET",7,12,5,6,11,9,1,35.0,0,1997.0,141,37,39.09985667,-77.184315,12:03:00,Thursday,2015-05-21
MCP2732000L,2,-1,4,0,0,1,5,6,2,1,,1,12,1,12,11,6,2,35.0,0,2003.0,77,352,39.07523333,-76.99388833,19:02:00,Saturday,2015-02-07
MCP2756003K,1,-1,14,-1,0,4,1,6,2,2,,7,12,1,12,11,0,0,40.0,0,2017.0,2,424,39.04154718,-77.05847925,16:09:00,Wednesday,2020-10-07
MCP2639003Q,2,-1,14,0,0,4,1,6,2,1,,7,12,2,3,2,14,4,25.0,0,2009.0,65,77,39.01892216,-77.07396671,12:10:00,Thursday,2018-05-03
MCP25590046,2,-1,14,1,7,1,-1,-1,2,1,"N/A, WET",9,26,2,13,11,11,2,55.0,0,2010.0,86,225,39.11032833,-77.1875535,05:42:00,Wednesday,2020-09-30
EJ7858004Q,2,-1,16,1,0,1,0,6,0,1,,7,12,1,12,11,9,1,30.0,0,2000.0,28,204,39.150395,-77.20914167,05:08:00,Saturday,2020-01-11
MCP2357000W,2,-1,13,1,7,4,-1,6,2,1,"N/A, WET",7,12,5,11,11,9,2,35.0,0,2010.0,141,37,38.990325,-77.02695,08:50:00,Monday,2015-04-20
MCP2399000M,2,-1,1,0,0,4,4,6,0,1,,7,3,5,10,19,9,2,25.0,0,2009.0,37,82,39.155357,-77.200233,18:23:00,Friday,2015-09-04
MCP9113001R,2,-1,12,0,0,4,5,6,1,1,,12,5,5,0,19,6,2,40.0,0,2001.0,29,421,39.056335,-77.08213167,12:58:00,Friday,2016-08-26
MCP3334000D,2,-1,16,0,0,4,4,6,0,1,,7,12,1,11,11,9,0,35.0,0,1996.0,140,96,39.02278317,-76.97601083,10:50:00,Wednesday,2022-09-21
MCP102200DX,2,-1,7,0,0,4,1,6,0,1,,7,12,1,12,12,20,0,50.0,0,1991.0,23,2,39.26264,-77.14978167,11:34:00,Tuesday,2020-03-17
MCP2871002T,2,-1,7,0,-1,5,1,6,2,1,,7,12,6,15,11,1,3,15.0,0,2015.0,139,421,39.02331167,-77.14628167,17:46:00,Saturday,2016-02-13
HA23770006,2,-1,7,0,0,4,5,6,0,1,"N/A, ROAD UNDER CONSTRUCTION/MAINTENANCE",7,12,5,5,2,7,1,40.0,0,2012.0,28,421,39.05790866,-77.04991937,13:33:00,Thursday,2015-07-23
MCP1174006G,2,-1,9,0,0,4,1,6,0,1,,7,12,2,9,11,20,1,30.0,0,2021.0,68,312,39.00272756,-77.07699235,15:38:00,Wednesday,2023-08-09
MCP219800F0,2,-1,9,0,0,4,-1,-1,0,1,,7,12,2,9,11,20,0,35.0,0,2010.0,124,471,39.14327833,-77.19304,15:38:00,Monday,2023-11-27
MCP2910002Z,2,-1,16,4,7,4,5,6,0,1,"SLEET, HAIL, FREEZ. RAIN, WET",7,12,1,1,21,0,1,30.0,0,2000.0,84,291,39.08225667,-76.94767833,13:15:00,Tuesday,2016-12-06
EJ78730068,2,-1,7,1,7,4,5,6,0,1,"N/A, WET",7,12,1,9,11,17,2,30.0,0,2019.0,2,37,39.13792515,-77.19426429,07:41:00,Wednesday,2022-10-26
MCP27180039,2,-1,16,0,0,4,-1,-1,0,1,,12,12,1,1,11,6,4,40.0,0,2008.0,100,61,39.13135333,-77.16086333,18:15:00,Friday,2018-09-28
MCP2891002B,2,-1,4,4,7,4,5,8,2,1,"RAIN, SNOW, WET",12,-1,6,1,11,6,4,35.0,0,2000.0,140,128,39.016165,-77.03236833,08:07:00,Monday,2016-05-02
MCP3376000Y,2,-1,15,0,-1,4,1,6,2,1,,7,12,1,12,11,9,3,0.0,0,2014.0,10,482,39.1558395,-77.09116817,12:59:00,Thursday,2023-06-29
MCP3262000J,1,-1,4,0,0,4,1,-1,2,2,,5,12,2,12,11,0,1,25.0,0,2020.0,28,193,38.9995265,-77.0097275,09:01:00,Tuesday,2020-07-28
DD5603002N,2,-1,13,0,0,4,1,6,0,1,,7,12,2,4,11,9,4,30.0,0,2001.0,99,37,39.08576217,-77.17069387,18:28:00,Thursday,2016-03-24
MCP9417000S,2,-1,14,0,0,4,1,6,0,1,,7,12,2,1,0,9,1,35.0,0,2002.0,16,75,39.03142667,-77.126,12:30:00,Thursday,2015-06-18
MCP3145002R,2,-1,12,0,0,4,1,6,0,1,,7,12,0,10,11,6,0,35.0,0,2008.0,45,37,39.09407167,-77.02422,18:45:00,Sunday,2020-08-30
EJ7881001N,2,-1,16,0,-1,2,5,6,0,1,,7,12,1,12,11,9,1,35.0,0,2020.0,141,37,39.14365915,-77.22353662,00:36:00,Tuesday,2022-03-01
DD5595008C,2,-1,7,1,0,4,5,6,0,1,,7,12,5,13,11,9,4,25.0,0,2007.0,46,305,39.05884852,-77.12157086,09:25:00,Sunday,2019-12-29
EJ7858002X,2,-1,7,4,-1,4,1,6,0,1,"N/A, WET",12,12,5,9,11,1,2,5.0,0,2008.0,6,37,39.14788667,-77.22662,13:22:00,Friday,2018-11-09
MCP3079003Z,1,-1,16,0,0,4,5,6,0,1,,7,12,1,12,2,20,1,50.0,0,2021.0,16,23,39.17093657,-77.26274546,16:59:00,Monday,2021-10-18
MCP11700020,1,2,15,0,-1,4,-1,8,2,1,,7,-1,3,5,11,0,2,0.0,0,0.0,146,452,39.08086528,-76.96707129,11:21:00,Saturday,2017-06-17
MCP32710024,2,-1,9,0,0,4,5,6,0,1,,7,12,5,9,11,17,0,25.0,0,2008.0,140,320,38.98616971,-77.14342321,16:30:00,Wednesday,2022-06-01
MCP1048003K,2,-1,16,1,0,4,5,6,2,1,,12,12,1,13,21,9,1,30.0,0,2013.0,24,101,39.1105766,-77.17436448,12:37:00,Tuesday,2018-04-03
MCP229800K0,1,-1,9,1,0,4,1,6,0,2,,7,12,2,9,21,20,1,40.0,0,1997.0,16,458,39.24047333,-77.28140333,12:26:00,Thursday,2018-08-02
MCP26350048,2,-1,16,0,0,1,4,-1,0,1,,7,12,5,6,0,18,1,30.0,0,2014.0,84,273,39.15611833,-77.05852833,19:52:00,Friday,2017-11-10
MCP271700C4,2,-1,9,0,0,4,1,6,0,1,,7,12,2,9,0,17,0,45.0,0,2003.0,2,276,38.970314,-77.11500883,18:30:00,Wednesday,2017-06-07
MCP2863002V,2,-1,9,0,0,4,2,6,2,1,,4,12,5,12,0,17,1,30.0,0,2022.0,147,453,39.15108983,-77.17462233,19:00:00,Wednesday,2023-07-19
